"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.a1","Answer.a2","Answer.q1","Answer.q2","Approve","Reject"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","31IBVUNM9TLD4B0HHOTT3EL03JBVFN","A10TWBII6TEYP8","Submitted","Tue Apr 23 18:43:38 PDT 2019","Tue Apr 23 18:45:07 PDT 2019","Fri Apr 26 18:45:07 PDT 2019","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","Into 1/4-inch-thick matchsticks.","No. The ginger must be fresh.","How should the celery be cut?","Can you substitute for the ginger?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","32Q90QCQ1T77IM69N9VGJNPJBKPKE8","A3S1RAA0VUVQK","Submitted","Tue Apr 23 18:43:06 PDT 2019","Tue Apr 23 18:44:50 PDT 2019","Fri Apr 26 18:44:50 PDT 2019","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","One hour","3 Tablespoons","How long does this recipe take from start to finish?","How much fresh lime juice is needed?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","34S9DKFK74B6WX83KNZQIIY3NR6NY2","A2VFPLE7TSN1IL","Submitted","Tue Apr 23 19:28:53 PDT 2019","Tue Apr 23 19:46:02 PDT 2019","Fri Apr 26 19:46:02 PDT 2019","","","","1029","0% (0/0)","0% (0/0)","0% (0/0)","y-shaped","2","What kind of peeler do I use for carrots?","How many celery ribs do I need?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","35K3O9HUACZW20EVMY4J3AXE3OFEF7","A18MJSG5EBQCDN","Submitted","Tue Apr 23 19:27:53 PDT 2019","Tue Apr 23 19:30:28 PDT 2019","Fri Apr 26 19:30:28 PDT 2019","","","","155","0% (0/0)","0% (0/0)","0% (0/0)","Both","Yes, any peeler would suffice.","Do you cut the Asian pears or Celery in 1/4 inch thick matchsticks.","Can I use any other peeler?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3EFVCAY5L4VVY1Q0SL94QYTKLSOJ86","A2OG8XRYJ56HS7","Submitted","Tue Apr 23 18:31:18 PDT 2019","Tue Apr 23 18:35:44 PDT 2019","Fri Apr 26 18:35:44 PDT 2019","","","","266","0% (0/0)","0% (0/0)","0% (0/0)","2 Asian pears.","No, this recipe does not contain any added sugar.","How many Asian pears are used in this recipe?","Does this recipe include any added sugar?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3IX2EGZR7C51G65WRUF4HFOPBKFJRL","A2A2N3PDW4UYWM","Submitted","Tue Apr 23 18:43:59 PDT 2019","Tue Apr 23 18:46:47 PDT 2019","Fri Apr 26 18:46:47 PDT 2019","","","","168","0% (0/0)","0% (0/0)","0% (0/0)","Asian Pear Slaw has celery, juice, vinegar, ginger, scallions, cilantro, hot red chile, and Asian pears.","Asian Pear Slaw needs to rest at room temperature for 15 minutes before serving.","What ingredients are in Asian Pear Slaw?","How long does ASian Pear Slaw need to stand before serving?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3JC6VJ2SAC51AQ4U0HPOLFGATFT5AA","A298FAWY76NZA9","Submitted","Tue Apr 23 18:30:17 PDT 2019","Tue Apr 23 18:32:57 PDT 2019","Fri Apr 26 18:32:57 PDT 2019","","","","160","0% (0/0)","0% (0/0)","0% (0/0)","One hour","Into 1/4-inch-thick matchsticks","How long does the recipe take from start to finish?","How are the pears cut?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3KMS4QQVK3CZO065IKFM15AJNLRFK8","A16WQZCFS03NEN","Submitted","Tue Apr 23 20:42:55 PDT 2019","Tue Apr 23 20:53:24 PDT 2019","Fri Apr 26 20:53:24 PDT 2019","","","","629","0% (0/0)","0% (0/0)","0% (0/0)","Yes, Asian Pear Slaw is vegan friendly.","You can 1/4 cup cilantro but you can add more if you like.","Is Asian Pear Slaw recipe a vegan dish?","How much cilantro can you add to the Asian Slaw recipe?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3WJEQKOXA9O2M83BZUNCIP3THZW1AW","A13PFYGHIOD0VO","Submitted","Tue Apr 23 19:14:53 PDT 2019","Tue Apr 23 19:15:52 PDT 2019","Fri Apr 26 19:15:52 PDT 2019","","","","59","0% (0/0)","0% (0/0)","0% (0/0)","The ingredients of Asian Pear Slaw are 2 celery ribs, 3 tablespoons fresh lime juice, 2 tablespoons seasoned rice vinegar, 1 teaspoon finely grated peeled fresh ginger, 2 firm Asian pears, cut into 1/4-inch-thick matchsticks, 2 scallions, thinly sliced diagonally, 1/4 cup fresh cilantro leaves, 1/2 teaspoon finely chopped fresh hot red chile, or to taste","One hour","What are the ingredients for an Asian Pear Slaw?","How long does it take to make the recipe?"
"368IUKXGA5U2TECG4HCPFWNIHQRP6G","33SBSXUPC00DWS6EDFPKD3Y4JC4X8W","Ask and Answer Questions About Recipes #1","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:27:23 PDT 2019","10","BatchId:3618424;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:27:23 PDT 2019","","","3XM0HYN6NLL8TD3P010OF4BI5UZEP7","A2PHGKEIGVZVN5","Submitted","Tue Apr 23 19:10:23 PDT 2019","Tue Apr 23 19:12:14 PDT 2019","Fri Apr 26 19:12:14 PDT 2019","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","This recipe takes an hour to prepare.","Asian pears are used in this recipe.","How long does this take to prepare?","What kind of pears should be used?"
