"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.a1","Answer.a2","Answer.q1","Answer.q2","Approve","Reject"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","30BXRYBRP5JAXWRS2OMPS1GRQ7XHWO","A2VFPLE7TSN1IL","Submitted","Tue Apr 23 19:28:50 PDT 2019","Tue Apr 23 19:44:25 PDT 2019","Fri Apr 26 19:44:25 PDT 2019","","","","935","0% (0/0)","0% (0/0)","0% (0/0)","medium-high","8","What temperature do I pre-heat my gas grill?","How many flour tortillas do I need?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","32N49TQG3H4I8KJ96871PDA975DAV9","A1YTCZQGLXYW5K","Submitted","Tue Apr 23 23:31:12 PDT 2019","Tue Apr 23 23:35:53 PDT 2019","Fri Apr 26 23:35:53 PDT 2019","","","","281","0% (0/0)","0% (0/0)","0% (0/0)","Build a fire and let it burn down until the coals are glowing red with a moderate coating of white ash.","1:Southwestern 2:Northwestern","How to build a fire?","Which Slaw are u useing please select one following option?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","33PPUNGG39RRGLA09GIQ59CFVJCZR9","A33RCNCU6YTYD4","Submitted","Tue Apr 23 22:25:00 PDT 2019","Tue Apr 23 22:27:26 PDT 2019","Fri Apr 26 22:27:26 PDT 2019","","","","146","0% (0/0)","0% (0/0)","0% (0/0)","preheat it to medium-high","The ingredients of Baja Fish Tacos are 2 lb mahi-mahi, 1/2 cup vegetable oil, 3 tbsp lime juice, 5 tsp chili powder, 1 1/2 tsp ground cumin, 1 1/2 tsp ground coriander, 1 1/2 tsp minced garlic, Salt, to taste, 8 flour tortillas, 8 inches in diameter, Southwestern Slaw, 1 cup Chipotle Pico de Gallo, 1/2 cup Mexican Crema","what do i do if im using a gas grill to cook this meal ?","what are the ingredients of the baja fish tacos?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3B4YI393VAI6GOOZTDONZQK8U7SSSK","A1CQB66Q6BWLNB","Submitted","Tue Apr 23 23:41:02 PDT 2019","Tue Apr 23 23:42:41 PDT 2019","Fri Apr 26 23:42:41 PDT 2019","","","","99","0% (0/0)","0% (0/0)","0% (0/0)","Yes I like","Salt, Oil","Do you like fish","List out the incrediants"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3BDCF01OGYGG8X5I8AJB5QUEJXBYLJ","A3CVGCV369EFNH","Submitted","Tue Apr 23 21:55:59 PDT 2019","Tue Apr 23 21:58:47 PDT 2019","Fri Apr 26 21:58:47 PDT 2019","","","","168","0% (0/0)","0% (0/0)","0% (0/0)","Mahi-mahi.","Grill the fish.","What fish is used in this recipe for Baja Fish Tacos?","Does the recipe call to bake, fry or grill the fish?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3CFVK00FWM7EPDVC2ROJMZALKO16LC","A3O2SGUBC2HP3","Submitted","Wed Apr 24 00:49:13 PDT 2019","Wed Apr 24 00:52:35 PDT 2019","Sat Apr 27 00:52:35 PDT 2019","","","","202","0% (0/0)","0% (0/0)","0% (0/0)","Chili powder, cumin, coriander and garlic","Set your gas grill to medium-high or if using a charcoal grill wait for the coals to develop a moderate coating of white ash.","What spices will I need to make Baja fish tacos?","What temperature should I cook the fish at?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3DL65MZB8E1PZOULVWEIV4CB7EDECT","A1X3F8JN5546BV","Submitted","Wed Apr 24 01:10:16 PDT 2019","Wed Apr 24 01:14:13 PDT 2019","Sat Apr 27 01:14:13 PDT 2019","","","","237","0% (0/0)","0% (0/0)","0% (0/0)","BAJ A FISH TACOS","LIME JUICE","WHICH RECIPE ?","WHICH JUICE DRINK ?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3L4D84MIL0EORCRTVP3A3BMJPEJHJV","A32HGN5OM8HVNB","Submitted","Wed Apr 24 01:38:45 PDT 2019","Wed Apr 24 01:40:53 PDT 2019","Sat Apr 27 01:40:53 PDT 2019","","","","128","0% (0/0)","0% (0/0)","0% (0/0)","Baja Fish Tacos recipe","Preheat a gas grill to medium-high","which recipe ?","which grill?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3R6BYFZZP8Y5805CH3UBRZILKWTFXP","A3C8HI6ISHT3VD","Submitted","Tue Apr 23 23:19:47 PDT 2019","Tue Apr 23 23:23:05 PDT 2019","Fri Apr 26 23:23:05 PDT 2019","","","","198","0% (0/0)","0% (0/0)","0% (0/0)","Yes, I like fish specially Baja fish","vegetable oil, lime juice, chilli powder,etc.","Do you like fish?","Name some ingredients of Baja fish tacos?"
"33CLA8O0MIXJOKL6I2JIEX0AB7IRFD","3M8DJV5FJWPHZD2XJN8HPTOS42AFNE","Ask and Answer Questions About Recipes #3","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:02 PDT 2019","10","BatchId:3618426;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:02 PDT 2019","","","3TXMY6UCAFAEWRKQ4N9IPL1PQGCQCQ","AL6G3V717NN87","Submitted","Tue Apr 23 23:17:30 PDT 2019","Tue Apr 23 23:20:09 PDT 2019","Fri Apr 26 23:20:09 PDT 2019","","","","159","0% (0/0)","0% (0/0)","0% (0/0)","yes I like","Oil, lime juice","Do you like fish?","List out the incrediants"
