"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.a1","Answer.a2","Answer.q1","Answer.q2","Approve","Reject"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","32KTQ2V7RE1LDEFV0ASA6MGC9S2M93","A3S1RAA0VUVQK","Submitted","Tue Apr 23 18:36:46 PDT 2019","Tue Apr 23 18:38:05 PDT 2019","Fri Apr 26 18:38:05 PDT 2019","","","","79","0% (0/0)","0% (0/0)","0% (0/0)","350 degrees","50 to 60 minutes","What do I heat the oven to?","How long do you have to bake the banana bread for?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","379J5II41P2I2SOR897HYN2Y1NSELA","A1X3F8JN5546BV","Submitted","Wed Apr 24 01:17:25 PDT 2019","Wed Apr 24 01:20:09 PDT 2019","Sat Apr 27 01:20:09 PDT 2019","","","","164","0% (0/0)","0% (0/0)","0% (0/0)","Banana Bread recipe","Heat the oven to 350°F. Grease a 9x5-inch loaf pan with softened butter. Whisk together the flour, salt, baking powder, and sugar in a large bowl","WHICH RECIPE ?","WHICH HEAT ?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","38BQUHLA9XMOK1J12ZBS3CB14RVMOO","A2T974CBTMP1AT","Submitted","Tue Apr 23 19:16:21 PDT 2019","Tue Apr 23 19:19:25 PDT 2019","Fri Apr 26 19:19:25 PDT 2019","","","","184","0% (0/0)","0% (0/0)","0% (0/0)","350 degrees Fahrenheit","A 9 by 5 inch loaf pan","What do I degrees do I bake the Banana Bread at?","What kind of pan do I bake the Banana Bread in?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3I33IC7ZWGO9BTL7IYNQN8DY95CA2O","AWLVXTQ4SO4C8","Submitted","Tue Apr 23 19:27:07 PDT 2019","Tue Apr 23 19:29:54 PDT 2019","Fri Apr 26 19:29:54 PDT 2019","","","","167","0% (0/0)","0% (0/0)","0% (0/0)","Preheat the over to 350° F.","You will need 2 eggs for this recipe","What temperature do i preheat the over to?","How many eggs do i need for this recipe?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3SNVL38CI5ESLOMVRIPLTZPGRATCKT","A1CQB66Q6BWLNB","Submitted","Tue Apr 23 23:38:54 PDT 2019","Tue Apr 23 23:40:17 PDT 2019","Fri Apr 26 23:40:17 PDT 2019","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","Yes I like","Flour, salt","Do you like Banana bread?","List out the incrediants"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3TESA3PJ32W0KYYPPJWFB8MWATIMMG","A2LLGTGJ2PB6GV","Submitted","Tue Apr 23 23:14:45 PDT 2019","Tue Apr 23 23:16:40 PDT 2019","Fri Apr 26 23:16:40 PDT 2019","","","","115","0% (0/0)","0% (0/0)","0% (0/0)","YES I LIKE","FABULOUS  THIS ONE S ENOUGH","DO YOU LIKE BANANA?","WHO DOESN'T LOVE BANANA BREAD?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3UXUOQ9OKFJGXUIDOA4LJZU6LMKA7T","A3C8HI6ISHT3VD","Submitted","Tue Apr 23 22:48:03 PDT 2019","Tue Apr 23 22:52:49 PDT 2019","Fri Apr 26 22:52:49 PDT 2019","","","","286","0% (0/0)","0% (0/0)","0% (0/0)","This one is just sweet enough.","Yes I like bananas.","Who doesn't love banana bread?","Do you like banana?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3YDTZAI2WY2NKJNUQTDL5MHTQSS41N","A144JCFV4GC75Q","Submitted","Wed Apr 24 01:06:53 PDT 2019","Wed Apr 24 01:10:38 PDT 2019","Sat Apr 27 01:10:38 PDT 2019","","","","225","0% (0/0)","0% (0/0)","0% (0/0)","350°F","1/8 teaspoon ground cloves into the dry ingredients","Heat of the oven","ground cloves quantity"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3YGXWBAF71377MXS6Q25MI0KTMT4CG","A2VFPLE7TSN1IL","Submitted","Tue Apr 23 19:28:45 PDT 2019","Tue Apr 23 19:42:42 PDT 2019","Fri Apr 26 19:42:42 PDT 2019","","","","837","0% (0/0)","0% (0/0)","0% (0/0)","350","9x5","What temperature do I set the oven at?","What size of loaf pan do I use?"
"3YLPJ8OXX8ZTN0AT7KTRCBP7NYU4XY","3J6XXRWLEMDH2YEAZ2L9TITN4HBFPA","Ask and Answer Questions About Recipes #5","Ask and answer two questions that can be answered using contextual evidence from the passage.","survey, food, food, food, food, food, food, food","$0.01","Tue Apr 23 18:28:17 PDT 2019","10","BatchId:3618429;OriginalHitTemplateId:928390912;","1200","259200","Wed Apr 24 18:28:17 PDT 2019","","","3Z7EFSHGNA0Y5OL2Q14AJTXINICXC5","A33RCNCU6YTYD4","Submitted","Tue Apr 23 22:27:32 PDT 2019","Tue Apr 23 22:28:33 PDT 2019","Fri Apr 26 22:28:33 PDT 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","350 degrees","50-60 minutes","what do i heat the oven to for this recipe?","how long do i bake the banana bread?"
